,ESTU_TIPODOCUMENTO,ESTU_NACIONALIDAD,ESTU_GENERO,ESTU_FECHANACIMIENTO,ESTU_CONSECUTIVO,ESTU_PAIS_RESIDE,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENESERVICIOTV,FAMI_TIENECOMPUTADOR,FAMI_NUMLIBROS,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,COLE_CODIGO_ICFES,COLE_NOMBRE_ESTABLECIMIENTO,COLE_GENERO,COLE_NATURALEZA,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_NOMBRE_SEDE,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_JORNADA,COLE_COD_MCPIO_UBICACION,COLE_MCPIO_UBICACION,ESTU_PRIVADO_LIBERTAD,PUNT_LECTURA_CRITICA,PERCENTIL_LECTURA_CRITICA,DESEMP_LECTURA_CRITICA,PUNT_MATEMATICAS,PERCENTIL_MATEMATICAS,DESEMP_MATEMATICAS,PUNT_C_NATURALES,PERCENTIL_C_NATURALES,DESEMP_C_NATURALES,PUNT_SOCIALES_CIUDADANAS,PERCENTIL_SOCIALES_CIUDADANAS,DESEMP_SOCIALES_CIUDADANAS,PUNT_INGLES,PERCENTIL_INGLES,DESEMP_INGLES,PUNT_GLOBAL,PERCENTIL_GLOBAL,ESTU_NSE_ESTABLECIMIENTO,ESTU_INSE_INDIVIDUAL,ESTU_NSE_INDIVIDUAL,ESTU_ESTADOINVESTIGACION,ESTU_GENERACION.E
368104,TI,COLOMBIA,F,09/10/2001,SB11201820455821,COLOMBIA,No,Estrato 5,3 a 4,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,5967,COL. DE NTRA. SRA. DEL ROSARIO,FEMENINO,NO OFICIAL,A,N,ACADÉMICO,COL. DE NTRA. SRA. DEL ROSARIO,S,URBANO,COMPLETA,17001,MANIZALES,N,64,87,3,66,92,3,62,87,3,68,95,3,66,91,A2,325,92,4,76.16155336,NSE4,PUBLICAR,NO
368120,TI,COLOMBIA,F,01/05/2001,SB11201820287450,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,26 A 100 LIBROS,Entre 1 y 2 horas,Entre 30 y 60 minutos,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,64,86,3,59,76,3,61,86,3,58,79,3,56,71,A1,301,83,3,60.64203751,NSE3,PUBLICAR,NO
368121,TI,COLOMBIA,F,10/12/2000,SB11201820289530,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,26 A 100 LIBROS,Entre 1 y 2 horas,Más de 3 horas,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,51,45,3,57,72,3,54,66,2,51,61,2,51,55,A1,265,62,3,62.6734827,NSE3,PUBLICAR,NO
368122,TI,COLOMBIA,F,07/10/2002,SB11201820376118,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,81497,COLEGIO VILLA DEL ROSARIO,MIXTO,NO OFICIAL,A,N,ACADÉMICO,COLEGIO VILLA DEL ROSARIO,S,URBANO,COMPLETA,17873,VILLAMARÍA,N,64,85,3,60,79,3,55,71,2,58,77,3,68,92,B1,300,82,3,63.17783039,NSE3,PUBLICAR,NO
368165,TI,COLOMBIA,F,12/09/2000,SB11201820614666,COLOMBIA,No,Estrato 2,3 a 4,No,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Más de 3 horas,6288,INSTITUCION EDUCATIVA AURELIANO FLOREZ CARDONA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,LICEO NOCTURNO ANSERMA,N,URBANO,NOCHE,17042,ANSERMA,N,57,65,3,47,39,2,49,50,2,49,54,2,53,64,A1,253,54,2,44.67772014,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
368237,TI,COLOMBIA,M,09/11/2000,SB11201820587151,COLOMBIA,No,Estrato 3,5 a 6,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 1 y 3 horas,137497,INSTITUCION EDUCATIVA SAN LUIS,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA SAN LUIS - SEDE PRINCIPAL,S,RURAL,MAÑANA,17486,NEIRA,N,39,10,2,45,34,2,45,37,2,31,6,1,49,49,A1,203,19,2,54.25953581,NSE3,PUBLICAR,NO
368422,TI,COLOMBIA,F,30/05/2001,SB11201820585009,COLOMBIA,No,Estrato 2,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,348029,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO,ESCUELA RAFAEL POMBO,N,RURAL,COMPLETA,17616,RISARALDA,N,52,47,3,41,23,2,54,66,2,47,49,2,52,59,A1,244,47,2,42.5349204,NSE2,PUBLICAR,NO
368428,TI,COLOMBIA,M,25/05/2001,SB11201820399202,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,26 A 100 LIBROS,No leo por entretenimiento,Más de 3 horas,6130,INSTITUCION EDUCATIVA UNIVERSITARIO DE CALDAS,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA INSTITUTO UNIVERSITARIO DE CALDAS,S,URBANO,MAÑANA,17001,MANIZALES,N,54,54,3,60,78,3,61,85,3,67,93,3,58,77,A2,302,83,3,57.90353303,NSE3,PUBLICAR,NO
368453,TI,COLOMBIA,M,07/11/2001,SB11201820218451,COLOMBIA,No,Estrato 2,5 a 6,No,Si,Si,11 A 25 LIBROS,30 minutos o menos,30 minutos o menos,5884,INSTITUCIÓN EDUCATIVA COLEGIO DE CRISTO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA COLEGIO DE CRISTO,S,URBANO,MAÑANA,17001,MANIZALES,N,62,83,3,61,82,3,59,80,3,52,64,2,60,81,A2,293,79,3,45.57572731,NSE2,PUBLICAR,NO
368461,CC,COLOMBIA,F,30/05/1984,SB11201820463149,COLOMBIA,No,Estrato 2,3 a 4,No,Si,No,0 A 10 LIBROS,No leo por entretenimiento,30 minutos o menos,6288,INSTITUCION EDUCATIVA AURELIANO FLOREZ CARDONA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,LICEO NOCTURNO ANSERMA,N,URBANO,NOCHE,17042,ANSERMA,N,36,5,2,25,2,1,41,23,2,33,10,1,35,7,A-,169,3,2,40.29036483,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
368543,TI,COLOMBIA,F,23/12/2001,SB11201820118050,COLOMBIA,No,Estrato 4,3 a 4,Si,Si,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,660167,LIC.  ARQUIDIOCESANO DE NTRA SEÑORA FEMENINO,FEMENINO,NO OFICIAL,A,-,ACADÉMICO,LIC.  ARQUIDIOCESANO DE NTRA SEÑORA FEMENINO,S,URBANO,COMPLETA,17001,MANIZALES,N,67,93,4,68,94,3,67,95,3,63,88,3,76,98,B1,335,95,4,75.47733317,NSE4,PUBLICAR,NO
368561,TI,COLOMBIA,F,01/05/2001,SB11201820168942,COLOMBIA,No,Estrato 3,5 a 6,Si,Si,Si,MÁS DE 100 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,140376,INSTITUCIÓN EDUCATIVA SAN JORGE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JORGE,S,URBANO,MAÑANA,17001,MANIZALES,N,43,17,2,52,54,3,49,50,2,43,38,2,50,51,A1,235,41,3,56.72824847,NSE3,PUBLICAR,NO
368569,TI,COLOMBIA,F,05/10/2000,SB11201820194650,COLOMBIA,No,Estrato 2,5 a 6,No,Si,No,0 A 10 LIBROS,30 minutos o menos,No Navega Internet,226597,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAN JOSE - SEDE PRINCIPAL,S,URBANO,COMPLETA,17513,PÁCORA,N,41,14,2,41,24,2,33,4,1,32,8,1,47,40,A-,188,10,2,37.95168465,NSE1,PUBLICAR,GENERACION E - GRATUIDAD
368589,TI,COLOMBIA,F,17/05/2001,SB11201820304668,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,31518,INSTITUCION EDUCATIVA DE OCCIDENTE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA DE OCCIDENTE - SEDE PRINCIPAL,S,URBANO,MAÑANA,17042,ANSERMA,N,77,100,4,66,91,3,52,59,2,64,90,3,75,97,B1,328,93,2,47.97110271,NSE2,PUBLICAR,NO
368630,TI,COLOMBIA,F,15/12/2001,SB11201820170440,COLOMBIA,No,Estrato 3,3 a 4,No,Si,No,11 A 25 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,48280,INSTITUCIÓN EDUCATIVA SAN PIO X,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN PIO X,S,URBANO,MAÑANA,17001,MANIZALES,N,69,95,4,55,65,3,62,88,3,58,77,3,54,67,A1,302,83,3,44.92801047,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
368653,CC,COLOMBIA,M,18/05/1995,SB11201820539715,COLOMBIA,No,Estrato 1,7 a 8,-,-,-,0 A 10 LIBROS,30 minutos o menos,30 minutos o menos,93518,COLEGIO BOSTON,MIXTO,NO OFICIAL,A,N,ACADÉMICO,COLEGIO BOSTON - SEDE PRINCIPAL,S,URBANO,MAÑANA,17001,MANIZALES,N,44,20,2,25,2,1,33,5,1,35,15,1,38,13,A-,173,4,3,49.33369863,NSE2,PUBLICAR,NO
368692,TI,COLOMBIA,F,20/03/2001,SB11201820523792,COLOMBIA,No,Estrato 1,7 a 8,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,225730,INSTITUCIÓN EDUCATIVA COLEGIO SANTO DOMINGO SAVIO,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA COLEGIO SANTO DOMINGO SAVIO,S,URBANO,UNICA,17001,MANIZALES,N,38,9,2,37,14,2,35,8,1,36,17,1,47,41,A-,187,10,2,53.67537576,NSE3,PUBLICAR,NO
368710,TI,COLOMBIA,F,21/04/2002,SB11201820318751,COLOMBIA,Si,Estrato 1,3 a 4,No,No,Si,11 A 25 LIBROS,30 minutos o menos,Entre 1 y 3 horas,226928,INSTITUCION EDUCATIVA SUPIA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SUPIA - SEDE PRINCIPAL,S,URBANO,MAÑANA,17777,SUPÍA,N,57,65,3,57,69,3,61,85,3,57,76,3,61,83,A2,291,78,2,46.23183292,NSE2,PUBLICAR,NO
368734,TI,COLOMBIA,F,19/02/2002,SB11201820152417,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,-,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,125641,INSTITUCION EDUCATIVA SANTA LUISA DE MARILLAC,FEMENINO,OFICIAL,A,-,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SANTA LUISA DE MARILLAC - SEDE PRINCIPAL,S,URBANO,MAÑANA,17873,VILLAMARÍA,N,65,88,3,68,93,3,71,98,4,64,90,3,54,66,A1,330,93,3,56.24230994,NSE3,PUBLICAR,GENERACION E - GRATUIDAD
368742,TI,COLOMBIA,F,22/10/2000,SB11201820151989,COLOMBIA,No,-,-,-,-,-,-,-,-,125641,INSTITUCION EDUCATIVA SANTA LUISA DE MARILLAC,FEMENINO,OFICIAL,A,-,TÉCNICO/ACADÉMICO,INSTITUCION EDUCATIVA SANTA LUISA DE MARILLAC - SEDE PRINCIPAL,S,URBANO,MAÑANA,17873,VILLAMARÍA,N,57,66,3,51,54,3,46,39,2,52,62,2,51,57,A1,257,57,3,NA,-,PUBLICAR,NO
368859,TI,COLOMBIA,F,15/07/2000,SB11201820509157,COLOMBIA,No,Estrato 3,5 a 6,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Entre 30 y 60 minutos,225292,INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCIÓN EDUCATIVA ATANASIO GIRARDOT,S,URBANO,UNICA,17001,MANIZALES,N,48,34,2,54,62,3,44,33,2,50,58,2,52,59,A1,246,49,2,48.13315038,NSE2,PUBLICAR,NO
368909,CC,COLOMBIA,M,28/11/1999,SB11201820376604,COLOMBIA,No,Estrato 3,5 a 6,Si,No,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,-,128892,INSTITUCION EDUCATIVA ISAZA,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA ISAZA - SEDE PRINCIPAL,S,RURAL,COMPLETA,17867,VICTORIA,N,42,17,2,37,15,2,38,14,1,39,26,1,43,27,A-,197,15,2,49.65716878,NSE2,PUBLICAR,NO
368975,TI,COLOMBIA,F,07/09/2001,SB11201820482919,COLOMBIA,No,Estrato 3,3 a 4,Si,No,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,125658,INSTITUCION EDUCATIVA SAN PEDRO CLAVER,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCION EDUCATIVA SAN PEDRO CLAVER - SEDE PRINCIPAL,S,URBANO,MAÑANA,17873,VILLAMARÍA,N,62,82,3,51,51,3,62,87,3,58,78,3,48,45,A1,287,76,3,52.46423336,NSE3,PUBLICAR,NO
369006,TI,COLOMBIA,F,16/03/2001,SB11201820164257,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,Más de 3 horas,225664,INSTITUCION EDUCATIVA ESTAMBUL,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCIÓN EDUCATIVA ESTAMBUL,S,URBANO,UNICA,17001,MANIZALES,N,57,67,3,58,74,3,47,42,2,49,54,2,49,50,A1,262,60,3,61.99881113,NSE3,PUBLICAR,NO
369012,TI,COLOMBIA,F,07/11/2000,SB11201820551565,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,89649,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,URBANO,NOCHE,17777,SUPÍA,N,49,38,2,34,9,1,40,19,1,43,37,2,36,10,A-,205,20,2,43.50025045,NSE2,PUBLICAR,NO
369013,TI,COLOMBIA,F,22/04/2000,SB11201820491458,COLOMBIA,No,Estrato 3,5 a 6,Si,Si,No,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,44081,INSTITUCIÓN EDUCATIVA LEON DE GREIFF,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LEON DE GREIFF,S,URBANO,MAÑANA,17001,MANIZALES,N,46,27,2,44,31,2,41,24,2,43,37,2,38,14,A-,215,27,2,46.57080433,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
369089,TI,COLOMBIA,F,02/12/2001,SB11201820306648,COLOMBIA,No,Estrato 3,5 a 6,Si,Si,Si,MÁS DE 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,191106,LICEO INFANTIL APRENDER,MIXTO,NO OFICIAL,A,-,ACADÉMICO,LICEO INFANTIL APRENDER,S,URBANO,MAÑANA,17873,VILLAMARÍA,N,52,47,3,42,25,2,48,47,2,41,30,2,74,96,B1,240,44,3,67.74307529,NSE4,PUBLICAR,GENERACION E - GRATUIDAD
369097,TI,COLOMBIA,F,08/05/2002,SB11201820244057,COLOMBIA,No,Estrato 2,5 a 6,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,Más de 3 horas,661314,INSTITUCION EDUCATIVA LA SAGRADA FAMILIA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA LA SAGRADA FAMILIA - SEDE PRINCIPAL,S,URBANO,MAÑANA,17524,PALESTINA,N,49,36,2,51,54,3,43,30,2,41,32,2,48,44,A1,231,38,2,57.04645368,NSE3,PUBLICAR,NO
369107,TI,COLOMBIA,F,04/09/2001,SB11201820163968,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,225664,INSTITUCION EDUCATIVA ESTAMBUL,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCIÓN EDUCATIVA ESTAMBUL,S,URBANO,UNICA,17001,MANIZALES,N,62,81,3,63,86,3,62,87,3,64,90,3,72,95,B1,317,90,3,55.33352955,NSE3,PUBLICAR,NO
369148,TI,COLOMBIA,F,02/06/2001,SB11201820588643,COLOMBIA,No,Estrato 3,9 o más,Si,Si,Si,11 A 25 LIBROS,Entre 1 y 2 horas,Más de 3 horas,6742,INSTITUCION EDUCATIVA LOS FUNDADORES,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA LOS FUNDADORES - SEDE PRINCIPAL,S,URBANO,MAÑANA,17614,RIOSUCIO,N,53,53,3,45,35,2,49,50,2,39,24,1,45,34,A-,232,39,2,52.88226186,NSE3,PUBLICAR,NO
369155,TI,COLOMBIA,F,19/10/2001,SB11201820168652,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,140376,INSTITUCIÓN EDUCATIVA SAN JORGE,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JORGE,S,URBANO,MAÑANA,17001,MANIZALES,N,58,70,3,64,87,3,57,75,3,52,62,2,65,89,A2,292,78,3,51.64556626,NSE3,PUBLICAR,NO
369158,TI,COLOMBIA,F,16/10/2001,SB11201820203625,COLOMBIA,No,Estrato 1,3 a 4,No,No,No,11 A 25 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,5983,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LEONARDO DA VINCI,S,URBANO,MAÑANA,17001,MANIZALES,N,48,33,2,41,22,2,53,62,2,43,39,2,52,59,A1,233,40,3,44.14391557,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
369159,TI,COLOMBIA,F,24/02/2000,SB11201820171538,COLOMBIA,No,Estrato 1,3 a 4,Si,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,225482,INSTITUCIÓN  EDUCATIVA ISABEL LA CATOLICA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA ISABEL LA CATOLICA,S,URBANO,UNICA,17001,MANIZALES,N,38,7,2,48,44,2,47,44,2,32,8,1,40,19,A-,206,21,2,53.29648699,NSE3,PUBLICAR,NO
369162,TI,COLOMBIA,F,08/06/2002,SB11201820369766,COLOMBIA,No,Estrato 1,7 a 8,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,186049,INSTITUCION EDUCATIVA LICEO CLAUDINA MUNERA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA LICEO CLAUDINA MUNERA - SEDE PRINCIPAL,S,URBANO,COMPLETA,17013,AGUADAS,N,59,72,3,61,82,3,57,74,3,51,61,2,61,83,A2,287,75,2,56.89414075,NSE3,PUBLICAR,NO
369188,TI,COLOMBIA,F,22/08/2001,SB11201820169142,COLOMBIA,No,Estrato 3,5 a 6,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,Más de 3 horas,48280,INSTITUCIÓN EDUCATIVA SAN PIO X,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN PIO X,S,URBANO,MAÑANA,17001,MANIZALES,N,50,42,2,43,30,2,48,48,2,41,30,2,48,45,A1,228,36,3,44.73986797,NSE2,PUBLICAR,NO
369199,TI,COLOMBIA,F,13/01/2001,SB11201820556768,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,0 A 10 LIBROS,Entre 1 y 2 horas,30 minutos o menos,666529,INSTITUCIÓN EDUCATIVA SAN JUAN BAUTISTA DE LA SALLE,MIXTO,OFICIAL,A,-,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN JUAN BAUTISTA LA SALLE,N,URBANO,UNICA,17001,MANIZALES,N,41,14,2,47,40,2,32,3,1,31,6,1,61,82,A2,198,16,2,47.87038582,NSE2,PUBLICAR,GENERACION E - GRATUIDAD
369202,TI,COLOMBIA,F,03/03/2001,SB11201820247044,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Más de 3 horas,76687,COL. LOS LIBERTADORES,MIXTO,NO OFICIAL,A,N,ACADÉMICO,COL. LOS LIBERTADORES,S,URBANO,MAÑANA,17001,MANIZALES,N,45,24,2,47,40,2,48,46,2,60,83,3,56,72,A1,252,53,3,55.19251083,NSE3,PUBLICAR,NO
369222,CC,COLOMBIA,F,23/09/1999,SB11201820202097,COLOMBIA,No,Estrato 1,1 a 2,Si,No,Si,26 A 100 LIBROS,Más de 2 horas,Entre 1 y 3 horas,48280,INSTITUCIÓN EDUCATIVA SAN PIO X,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA SAN PIO X,S,URBANO,MAÑANA,17001,MANIZALES,N,63,84,3,55,66,3,55,68,2,65,91,3,58,77,A2,297,81,3,54.22263606,NSE3,PUBLICAR,NO
369248,TI,COLOMBIA,F,17/12/2000,SB11201820173966,COLOMBIA,No,Estrato 3,3 a 4,No,No,Si,26 A 100 LIBROS,Entre 30 y 60 minutos,Entre 1 y 3 horas,225482,INSTITUCIÓN  EDUCATIVA ISABEL LA CATOLICA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA ISABEL LA CATOLICA,S,URBANO,UNICA,17001,MANIZALES,N,60,75,3,52,57,3,50,55,2,44,39,2,61,82,A2,261,60,2,51.14700587,NSE2,PUBLICAR,NO
369299,CC,COLOMBIA,F,13/01/1999,SB11201820141652,COLOMBIA,No,Estrato 2,7 a 8,Si,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,185728,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LICEO MIXTO SINAI,S,URBANO,MAÑANA,17001,MANIZALES,N,41,14,2,43,29,2,46,39,2,38,23,1,37,11,A-,208,22,2,53.29372535,NSE3,PUBLICAR,GENERACION E - GRATUIDAD
369399,TI,COLOMBIA,F,10/10/2000,SB11201820095677,COLOMBIA,No,Estrato 3,3 a 4,Si,Si,Si,11 A 25 LIBROS,No leo por entretenimiento,Entre 1 y 3 horas,34140,INSTITUCIÓN EDUCATIVA LA SULTANA,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCIÓN EDUCATIVA LA SULTANA,S,URBANO,MAÑANA,17001,MANIZALES,N,54,55,3,42,27,2,54,67,2,49,56,2,52,60,A1,250,52,2,64.32426066,NSE4,PUBLICAR,NO
369468,TI,COLOMBIA,F,11/09/2001,SB11201820065217,COLOMBIA,No,Estrato 1,3 a 4,No,Si,Si,11 A 25 LIBROS,Entre 30 y 60 minutos,30 minutos o menos,71563,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL,S,URBANO,MAÑANA,17777,SUPÍA,N,58,69,3,58,75,3,64,91,3,68,95,3,47,41,A-,304,84,2,44.71049734,NSE2,PUBLICAR,NO
369532,CC,COLOMBIA,F,02/06/1999,SB11201820052166,COLOMBIA,No,Estrato 2,3 a 4,No,Si,Si,0 A 10 LIBROS,30 minutos o menos,Entre 30 y 60 minutos,345785,INSTITUCION EDUCATIVA LAS COLES,MIXTO,OFICIAL,A,N,TÉCNICO,CENTRO EDUCATIVO LOS MEDIOS,N,RURAL,COMPLETA,17513,PÁCORA,N,58,68,3,51,53,3,52,62,2,51,62,2,49,47,A1,263,61,2,44.42925768,NSE2,PUBLICAR,NO
369557,TI,COLOMBIA,F,24/05/2001,SB11201820272049,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,26 A 100 LIBROS,30 minutos o menos,Entre 1 y 3 horas,6304,INSTITUCION EDUCATIVA AURELIANO FLOREZ CARDONA,MIXTO,OFICIAL,A,N,TÉCNICO/ACADÉMICO,INSTITUCIÓN EDUCATIVA AURELIANO FLOREZ CARDONA  - SEDE PRINCIPAL,S,URBANO,MAÑANA,17042,ANSERMA,N,46,27,2,46,36,2,39,16,1,40,27,1,52,60,A1,217,28,2,58.36984203,NSE3,PUBLICAR,GENERACION E - GRATUIDAD
369595,TI,COLOMBIA,F,25/06/2000,SB11201820557036,COLOMBIA,No,Estrato 2,3 a 4,Si,Si,Si,11 A 25 LIBROS,30 minutos o menos,30 minutos o menos,226415,INSTITUCION EDUCATIVA ALFONSO LOPEZ,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCION EDUCATIVA ALFONSO LOPEZ - SEDE PRINCIPAL,S,URBANO,TARDE,17380,LA DORADA,N,57,66,3,50,49,2,53,64,2,49,55,2,48,46,A1,260,58,2,55.09726738,NSE3,PUBLICAR,NO
369678,TI,COLOMBIA,F,18/09/2001,SB11201820283629,COLOMBIA,No,Estrato 3,3 a 4,No,Si,No,0 A 10 LIBROS,Entre 30 y 60 minutos,Entre 30 y 60 minutos,42341,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,MIXTO,OFICIAL,A,N,TÉCNICO,INSTITUCIÓN EDUCATIVA NACIONAL AUXILIARES DE ENFERMERIA,S,URBANO,MAÑANA,17001,MANIZALES,N,70,96,4,69,94,3,67,95,3,64,89,3,53,64,A1,332,94,3,46.04340018,NSE2,PUBLICAR,NO
369683,TI,COLOMBIA,F,20/09/2001,SB11201820450166,COLOMBIA,No,Estrato 1,7 a 8,No,Si,Si,0 A 10 LIBROS,No leo por entretenimiento,30 minutos o menos,6072,INSTITUCION EDUCATIVA INSTITUTO MANIZALES,MIXTO,OFICIAL,A,N,ACADÉMICO,INSTITUCION EDUCATIVA INSTITUTO MANIZALES,S,URBANO,MAÑANA,17001,MANIZALES,N,53,53,3,48,45,2,48,46,2,39,25,1,44,29,A-,234,40,2,53.53058328,NSE3,PUBLICAR,GENERACION E - GRATUIDAD
